Dataset title / Calibration periods / Tail length / period length / Min invest (-99 vai 0 vai 0.1);Meginajums1;4176;9999;23;-95;
Timeseries title (15char):;PE MARKET w;EQUITY LM SNP;REX BOND;;;
Comments (bez koliem):;EQUAL WEIGHTS;S&P GERMANY :LM - TOT RETURN IND;REX BOND SUB INDEX CURRENT 1 YR ;;;
12.04.2000;0.109231464;0.000545104;9.92565E-05;;;
13.04.2000;-0.122223872;-0.013635097;4.66361E-05;;;
14.04.2000;0.009008023;-0.000430599;0.000138553;;;
17.04.2000;-0.103682024;0.002244965;-8.79437E-05;;;
18.04.2000;0.088470522;0.001920038;0.000201935;;;
19.04.2000;0.1136844;-0.003058609;-8.6595E-05;;;
20.04.2000;0.316656223;0;0;;;
21.04.2000;0;0;0;;;
24.04.2000;-0.320501033;0.006666188;-0.000176557;;;
25.04.2000;-0.099230283;0.006454811;-3.09426E-06;;;
26.04.2000;0.104526392;-0.010280149;0.000248575;;;
27.04.2000;-0.101161842;0.012359802;-0.000222717;;;
28.04.2000;0.427321557;0;0;;;
01.05.2000;-0.502678699;0.00900081;-0.00014213;;;
02.05.2000;0.011817125;-0.010120039;-0.000239051;;;
03.05.2000;0.183927825;0.000322498;-0.000234978;;;
04.05.2000;-0.001370011;0.007818975;0.000117726;;;
05.05.2000;-0.110231982;-0.006117102;9.75646E-05;;;
08.05.2000;0.101176989;-0.007406243;5.35295E-05;;;
09.05.2000;-0.12511245;-0.010413023;0.000132247;;;
10.05.2000;0.003442416;0.007073641;0.000111207;;;
11.05.2000;0.109626575;0.001798001;-0.000330388;;;
12.05.2000;-0.102110717;-0.004299895;8.82606E-05;;;
15.05.2000;-0.089619142;0.011460802;5.35228E-05;;;
16.05.2000;0.335530497;-0.010268868;-0.000371035;;;
17.05.2000;-0.16464436;-0.002701766;5.09061E-05;;;
18.05.2000;-0.14514426;-0.01157951;2.16886E-05;;;
19.05.2000;-0.028097536;-0.004884888;1.61551E-05;;;
22.05.2000;0.00482234;0.002553136;0.000288699;;;
23.05.2000;-0.002324988;-0.006631134;0.000204959;;;
24.05.2000;-0.080355427;0.00888207;0.000106974;;;
25.05.2000;-0.003385614;-0.003389844;0.000218949;;;
26.05.2000;0.005708256;0.006361165;0.000108218;;;
29.05.2000;0.083035444;0.004701643;6.13854E-05;;;
30.05.2000;0.002915392;-0.000423719;-0.000355405;;;
31.05.2000;0.008555003;0.010091394;0.000125717;;;
01.06.2000;0.006209135;0.010089913;0.00026678;;;
02.06.2000;0.015761733;-0.001088934;0.000434712;;;
05.06.2000;-0.090080752;-0.002662051;-7.71951E-06;;;
06.06.2000;0.083167023;-0.003312113;0.000336664;;;
07.06.2000;-0.082737758;-0.001106811;2.42421E-05;;;
08.06.2000;0.084884334;0.000523727;-0.000746836;;;
